Sat Sep 19 16:15:40 2026    /Users/alansynn/Workspace/solweig-light/reports/characterization/p7_persistent_jit_serial_variant/small_v1/profile/worker.pstats

         7157498 function calls (6854664 primitive calls) in 4.308 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6061    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
     1289    0.002    0.000    0.007    0.000 interpreter.py:1840(store)
        1    0.000    0.000    0.007    0.007 identities.py:69(<dictcomp>)
  411/408    0.000    0.000    0.007    0.000 base.py:508(get_constant_generic)
       61    0.000    0.000    0.007    0.000 __init__.py:183(dumps)
     3295    0.002    0.000    0.007    0.000 base.py:123(_match)
      517    0.000    0.000    0.007    0.000 context.py:407(incref)
        1    0.000    0.000    0.007    0.007 _pocketfft.py:1(<module>)
       92    0.001    0.000    0.007    0.000 templates.py:409(apply)
       90    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
        1    0.000    0.000    0.007    0.007 uuid.py:1(<module>)
     1185    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.007    0.007 parfor.py:1(<module>)
      388    0.000    0.000    0.007    0.000 cgutils.py:931(gep_inbounds)
       61    0.000    0.000    0.007    0.000 encoder.py:183(encode)
      725    0.000    0.000    0.007    0.000 module.py:240(_next)
        2    0.000    0.000    0.007    0.003 heapq.py:1(<module>)
     4743    0.003    0.000    0.007    0.000 memmap.py:359(__getitem__)
       20    0.000    0.000    0.006    0.000 np_binary_helpers.py:76(read_per_polygon_vector)
        2    0.000    0.000    0.006    0.003 boxing.py:1(<module>)
       31    0.000    0.000    0.006    0.000 feedparser.py:171(feed)
       10    0.000    0.000    0.006    0.001 compiler.py:391(__init__)
      135    0.000    0.000    0.006    0.000 typeinfer.py:1571(typeof_global)
        1    0.000    0.000    0.006    0.006 random.py:1(<module>)
        1    0.000    0.000    0.006    0.006 persistence.py:271(_start_new)
      844    0.001    0.000    0.006    0.000 ssa.py:268(on_assign)
       61    0.006    0.000    0.006    0.000 encoder.py:205(iterencode)
      324    0.000    0.000    0.006    0.000 extending.py:165(wrap)
      389    0.001    0.000    0.006    0.000 cgutils.py:938(gep)
       39    0.000    0.000    0.006    0.000 untyped_passes.py:162(run_pass)
      155    0.005    0.000    0.006    0.000 analysis.py:96(liveness)
        1    0.004    0.004    0.006    0.006 executionengine.py:1(<module>)
       53    0.000    0.000    0.006    0.000 persistence.py:40(_canonical)
    11092    0.004    0.000    0.006    0.000 ir.py:1293(find_insts)
       24    0.000    0.000    0.006    0.000 codegen.py:784(_verify_declare_only_symbols)
      350    0.000    0.000    0.006    0.000 function_base.py:474(_add_docstring)
       24    0.000    0.000    0.006    0.000 codegen.py:1043(scan_defined_symbols)
       16    0.000    0.000    0.006    0.000 callconv.py:468(unpack_dynamic_exception)
        1    0.000    0.000    0.006    0.006 environment.py:1(<module>)
      324    0.000    0.000    0.006    0.000 extending.py:148(register_jitable)
        1    0.000    0.000    0.006    0.006 hashing.py:1(<module>)
     1307    0.000    0.000    0.006    0.000 _docscrape.py:85(read_to_next_unindented_line)
      243    0.006    0.000    0.006    0.000 {built-in method posix.getcwd}
       24    0.001    0.000    0.006    0.000 patch_radiation.py:376(<listcomp>)
      294    0.006    0.000    0.006    0.000 {built-in method builtins.eval}
       89    0.002    0.000    0.006    0.000 __init__.py:350(namedtuple)
    10353    0.003    0.000    0.006    0.000 ssa.py:374(_fix_var)
        1    0.000    0.000    0.006    0.006 hashlib.py:1(<module>)
     1466    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:392(cached)
      840    0.001    0.000    0.006    0.000 context.py:122(lookup_resolve_cache)
       14    0.000    0.000    0.006    0.000 hashlib.py:126(__get_openssl_constructor)
     1159    0.002    0.000    0.006    0.000 typeinfer.py:1089(add_type)
       39    0.001    0.000    0.006    0.000 analysis.py:300(dead_branch_prune)
        1    0.000    0.000    0.006    0.006 typeref.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _decomp.py:1(<module>)
        2    0.000    0.000    0.006    0.003 hashlib.py:82(__get_builtin_constructor)
      864    0.001    0.000    0.006    0.000 builder.py:775(store)
17488/14058    0.005    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
       14    0.001    0.000    0.006    0.000 engine.py:967(Perez_v3)
     8027    0.003    0.000    0.006    0.000 target_extension.py:15(__getitem__)
      383    0.001    0.000    0.006    0.000 builder.py:881(call)
     1247    0.001    0.000    0.006    0.000 instructions.py:434(__init__)
       16    0.000    0.000    0.006    0.000 npyimpl.py:742(do_ufunc)
       16    0.000    0.000    0.006    0.000 npyimpl.py:481(numpy_ufunc_kernel)
      274    0.001    0.000    0.006    0.000 values.py:977(descr_prototype)
    11599    0.004    0.000    0.006    0.000 event.py:270(on_end)
       43    0.000    0.000    0.006    0.000 feedparser.py:176(_call_parse)
      268    0.002    0.000    0.006    0.000 ir_utils.py:2128(enforce_no_dels)
     1188    0.004    0.000    0.006    0.000 pathlib.py:56(parse_parts)
       43    0.001    0.000    0.006    0.000 feedparser.py:216(_parsegen)
     9107    0.005    0.000    0.006    0.000 contextlib.py:104(__init__)
       11    0.000    0.000    0.006    0.001 caching.py:567(load)
        1    0.000    0.000    0.006    0.006 struct.py:1(<module>)
        1    0.000    0.000    0.005    0.005 csv.py:1(<module>)
       13    0.000    0.000    0.005    0.000 core.py:8743(_convert2ma)
    27807    0.004    0.000    0.005    0.000 _docscrape.py:64(eof)
      777    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
       14    0.001    0.000    0.005    0.000 wall_shadows.py:22(_geometry)
       19    0.000    0.000    0.005    0.000 _format_impl.py:890(open_memmap)
        1    0.000    0.000    0.005    0.005 inline_closurecall.py:1(<module>)
      275    0.001    0.000    0.005    0.000 module.py:54(add_metadata)
     1133    0.001    0.000    0.005    0.000 lowering.py:1516(loadvar)
        4    0.000    0.000    0.005    0.001 wrappers.py:16(_build_ufunc_loop_body)
      721    0.002    0.000    0.005    0.000 ir.py:592(__repr__)
      418    0.001    0.000    0.005    0.000 typed_passes.py:705(_get_callable_info)
    10710    0.004    0.000    0.005    0.000 visibility.py:50(_patch)
     7942    0.001    0.000    0.005    0.000 target_extension.py:121(inherits_from)
      931    0.001    0.000    0.005    0.000 ir.py:929(__str__)
      383    0.001    0.000    0.005    0.000 instructions.py:68(__init__)
     7071    0.005    0.000    0.005    0.000 {built-in method numpy.array}
      144    0.000    0.000    0.005    0.000 persistence.py:44(_sync_directory)
       89    0.000    0.000    0.005    0.000 geometry.py:48(_hash_file)
        1    0.000    0.000    0.005    0.005 numpy_support.py:1(<module>)
        8    0.000    0.000    0.005    0.001 gdal.py:9365(GetUnitType)
      236    0.000    0.000    0.005    0.000 pythonapi.py:1303(_get_function)
        8    0.005    0.001    0.005    0.001 {built-in method osgeo._gdal.Band_GetUnitType}
       10    0.001    0.000    0.005    0.000 typed_passes.py:916(_strip_phi_nodes)
      284    0.000    0.000    0.005    0.000 newpassmanagers.py:568(getFunctionPassManager)
      744    0.002    0.000    0.005    0.000 typeinfer.py:502(fold_arg_vars)
        1    0.000    0.000    0.005    0.005 osr.py:1(<module>)
      699    0.000    0.000    0.005    0.000 pathlib.py:765(__truediv__)
      139    0.001    0.000    0.005    0.000 controlflow.py:427(_find_postorder)
      735    0.001    0.000    0.005    0.000 pathlib.py:530(_make_child)
      116    0.000    0.000    0.005    0.000 controlflow.py:218(_topo_order)
     7326    0.003    0.000    0.005    0.000 values.py:564(_get_reference)
    23117    0.004    0.000    0.005    0.000 utils.py:484(sublist_iterator)
        1    0.000    0.000    0.005    0.005 identities.py:40(geometry_identity)
      116    0.000    0.000    0.005    0.000 controlflow.py:678(_find_topo_order)
        2    0.000    0.000    0.005    0.002 _internal.py:1(<module>)
        1    0.000    0.000    0.005    0.005 containers.py:1(<module>)
      310    0.000    0.000    0.005    0.000 overrides.py:145(decorator)
      116    0.000    0.000    0.005    0.000 controlflow.py:458(_find_reverse_postorder)
     2932    0.001    0.000    0.005    0.000 bytecode.py:265(next)
        9    0.000    0.000    0.005    0.001 boxing.py:453(unbox_array)
        1    0.000    0.000    0.005    0.005 typedlist.py:1(<module>)
      829    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:169(__enter__)
      252    0.001    0.000    0.005    0.000 ground_view.py:65(ray_schedule)
       42    0.000    0.000    0.005    0.000 module.py:167(link_in)
     6755    0.003    0.000    0.005    0.000 _docscrape.py:57(seek_next_non_empty_line)
      284    0.000    0.000    0.005    0.000 context.py:429(resolve_module_constants)
     1009    0.001    0.000    0.004    0.000 values.py:1108(__init__)
       20    0.000    0.000    0.004    0.000 codegen.py:728(add_linking_library)
      287    0.001    0.000    0.004    0.000 typing.py:1376(__init__)
    64343    0.004    0.000    0.004    0.000 abstract.py:96(key)
      441    0.000    0.000    0.004    0.000 builder.py:928(gep)
     1857    0.001    0.000    0.004    0.000 types.py:82(__call__)
        9    0.000    0.000    0.004    0.000 typeconv.py:96(promote_unsafe)
     1552    0.002    0.000    0.004    0.000 contextlib.py:558(__exit__)
     2911    0.001    0.000    0.004    0.000 castgraph.py:39(insert)
        1    0.000    0.000    0.004    0.004 polygons.py:1(<module>)
     1340    0.000    0.000    0.004    0.000 numpy_support.py:326(numpy_outputs)
      118    0.000    0.000    0.004    0.000 instructions.py:215(set_weights)
      220    0.000    0.000    0.004    0.000 templates.py:1297(decorator)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        5    0.000    0.000    0.004    0.001 inspect.py:2315(_signature_from_builtin)
        5    0.000    0.000    0.004    0.001 inspect.py:2172(_signature_fromstr)
      650    0.001    0.000    0.004    0.000 event.py:422(trigger_event)
     1582    0.001    0.000    0.004    0.000 targetconfig.py:57(top_or_none)
      220    0.000    0.000    0.004    0.000 templates.py:1275(decorate)
      103    0.003    0.000    0.004    0.000 analysis.py:197(compute_live_variables)
      234    0.000    0.000    0.004    0.000 cgutils.py:144(_get_ptr_by_index)
      639    0.000    0.000    0.004    0.000 models.py:629(get)
    71156    0.004    0.000    0.004    0.000 targetconfig.py:38(default)
      377    0.000    0.000    0.004    0.000 pathlib.py:504(_from_parts)
      468    0.000    0.000    0.004    0.000 models.py:709(getter)
     4861    0.003    0.000    0.004    0.000 memmap.py:312(__array_finalize__)
3328/3280    0.002    0.000    0.004    0.000 values.py:445(__init__)
      345    0.000    0.000    0.004    0.000 pathlib.py:868(__new__)
    21398    0.003    0.000    0.004    0.000 ir.py:259(__hash__)
       24    0.000    0.000    0.004    0.000 codegen.py:1024(scan_unresolved_symbols)
       37    0.002    0.000    0.004    0.000 solar.py:187(earth_heliocentric_position_calculation)
      807    0.003    0.000    0.004    0.000 _compiler.py:243(_optimize_charset)
      320    0.000    0.000    0.004    0.000 controlflow.py:148(process)
        1    0.000    0.000    0.004    0.004 typeddict.py:1(<module>)
       19    0.002    0.000    0.004    0.000 memmap.py:216(__new__)
      418    0.000    0.000    0.004    0.000 typed_passes.py:707(get_func_type)
      412    0.000    0.000    0.004    0.000 inspect.py:3190(bind)
     1230    0.002    0.000    0.004    0.000 inspect.py:2955(__init__)
       19    0.000    0.000    0.004    0.000 callconv.py:454(return_user_exc)
     4791    0.001    0.000    0.004    0.000 lowering.py:354(_disable_sroa_like_opt)
       28    0.001    0.000    0.004    0.000 engine.py:650(clearnessindex_2013b)
       24    0.000    0.000    0.004    0.000 codegen.py:1161(create_library)
     8298    0.003    0.000    0.004    0.000 errors.py:895(new_error_context)
     1850    0.002    0.000    0.004    0.000 <frozen posixpath>:71(join)
     1138    0.001    0.000    0.004    0.000 misc.py:72(literal)
       24    0.000    0.000    0.004    0.000 codegen.py:645(__init__)
      320    0.001    0.000    0.004    0.000 controlflow.py:403(_eliminate_dead_blocks)
    15725    0.003    0.000    0.004    0.000 _parser.py:168(__getitem__)
      274    0.000    0.000    0.004    0.000 values.py:947(<listcomp>)
      383    0.000    0.000    0.004    0.000 instructions.py:175(descr)
     1340    0.000    0.000    0.004    0.000 numpy_support.py:328(<listcomp>)
        3    0.000    0.000    0.004    0.001 typeconv.py:110(unsafe_unsafe)
    46867    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
      136    0.000    0.000    0.004    0.000 extending.py:408(intrinsic)
      206    0.000    0.000    0.004    0.000 controlflow.py:305(topo_order)
     2187    0.002    0.000    0.004    0.000 _docscrape.py:475(_str_param_list)
       15    0.000    0.000    0.004    0.000 base.py:412(declare_function)
     1689    0.001    0.000    0.004    0.000 functools.py:818(dispatch)
      136    0.000    0.000    0.004    0.000 extending.py:445(_intrinsic)
        5    0.000    0.000    0.004    0.001 inspect.py:2100(_signature_strip_non_python_syntax)
     2003    0.003    0.000    0.004    0.000 functions.py:249(__init__)
     3767    0.001    0.000    0.004    0.000 controlflow.py:110(add_edge)
      412    0.003    0.000    0.004    0.000 inspect.py:3059(_bind)
     2190    0.000    0.000    0.004    0.000 ir_utils.py:2133(<listcomp>)
     2905    0.002    0.000    0.004    0.000 byteflow.py:2129(append)
      351    0.000    0.000    0.004    0.000 entrypoints.py:11(init_all)
     5667    0.003    0.000    0.004    0.000 typeinfer.py:908(__getitem__)
       96    0.000    0.000    0.004    0.000 static_getitem.py:13(match)
      441    0.001    0.000    0.004    0.000 instructions.py:551(__init__)
     1047    0.002    0.000    0.004    0.000 functools.py:35(update_wrapper)
       14    0.001    0.000    0.004    0.000 patch_radiation.py:252(<listcomp>)
    39479    0.004    0.000    0.004    0.000 __init__.py:1734(isEnabledFor)
     1339    0.001    0.000    0.004    0.000 types.py:28(as_pointer)
       24    0.000    0.000    0.004    0.000 codegen.py:778(_finalize_dynamic_globals)
       24    0.004    0.000    0.004    0.000 utci.py:398(_utci_uniform_serial)
     1130    0.001    0.000    0.004    0.000 cffi_utils.py:39(is_cffi_func)
      139    0.000    0.000    0.004    0.000 tokenize.py:433(_tokenize)
      360    0.000    0.000    0.004    0.000 interpreter.py:2241(_op_LOAD_FAST)
     8023    0.003    0.000    0.004    0.000 _docscrape.py:91(peek)
      383    0.001    0.000    0.004    0.000 instructions.py:133(_descr)
      310    0.000    0.000    0.004    0.000 newpassmanagers.py:15(create_pass_builder)
    53/47    0.000    0.000    0.004    0.000 pathlib.py:1111(mkdir)
      622    0.000    0.000    0.004    0.000 containers.py:256(__unliteral__)
        1    0.000    0.000    0.004    0.004 __init__.py:1021(entry_points)
       10    0.000    0.000    0.004    0.000 typeinfer.py:1115(unify)
        1    0.000    0.000    0.004    0.004 __init__.py:473(load)
       17    0.000    0.000    0.004    0.000 codegen.py:693(_get_module_for_linking)
       78    0.003    0.000    0.004    0.000 {built-in method posix.mkdir}
      493    0.000    0.000    0.004    0.000 gdal.py:5141(GetRasterBand)
       24    0.000    0.000    0.004    0.000 __init__.py:1038(<genexpr>)
     1009    0.000    0.000    0.004    0.000 values.py:983(<genexpr>)
      864    0.001    0.000    0.004    0.000 instructions.py:463(__init__)
      103    0.000    0.000    0.004    0.000 postproc.py:38(cfg)
       42    0.000    0.000    0.004    0.000 linker.py:5(link_modules)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:556(__init__)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:19(create_pipeline_tuning_options)
        1    0.000    0.000    0.003    0.003 randomimpl.py:1(<module>)
     1433    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     6061    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
    11599    0.003    0.000    0.003    0.000 event.py:265(on_start)
      234    0.000    0.000    0.003    0.000 typeof.py:90(_typeof_type)
     8880    0.002    0.000    0.003    0.000 _parser.py:261(get)
        1    0.000    0.000    0.003    0.003 contextvars.py:1(<module>)
      464    0.001    0.000    0.003    0.000 builder.py:984(insert_value)
     8476    0.003    0.000    0.003    0.000 registry.py:67(__getitem__)
        3    0.001    0.000    0.003    0.001 visibility_native.py:193(open_native_visibility)
        2    0.000    0.000    0.003    0.002 models.py:1(<module>)
      284    0.000    0.000    0.003    0.000 newpassmanagers.py:466(add_refprune_pass)
      673    0.000    0.000    0.003    0.000 <frozen genericpath>:16(exists)
      695    0.000    0.000    0.003    0.000 compiler_lock.py:19(__enter__)
       77    0.000    0.000    0.003    0.000 decorators.py:241(njit)
       11    0.000    0.000    0.003    0.000 caching.py:614(_load_data)
      140    0.000    0.000    0.003    0.000 cgutils.py:151(__getattr__)
    17214    0.003    0.000    0.003    0.000 _docscrape.py:80(is_empty)
    33854    0.003    0.000    0.003    0.000 {built-in method builtins.min}
     2855    0.002    0.000    0.003    0.000 engine.py:1677(_array)
    62806    0.003    0.000    0.003    0.000 {built-in method builtins.id}
      695    0.000    0.000    0.003    0.000 compiler_lock.py:22(__exit__)
  117/102    0.000    0.000    0.003    0.000 typing.py:500(__getitem__)
        1    0.000    0.000    0.003    0.003 _docscrape.py:1(<module>)
       45    0.000    0.000    0.003    0.000 pythonapi.py:287(err_set_string)
        1    0.000    0.000    0.003    0.003 tokenize.py:99(_compile)
        1    0.000    0.000    0.003    0.003 configs.py:1(<module>)
     9939    0.002    0.000    0.003    0.000 ir.py:387(__getattr__)
        1    0.000    0.000    0.003    0.003 cgutils.py:1(<module>)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:486(__init__)
     8206    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
       16    0.000    0.000    0.003    0.000 templates.py:962(generic)
       82    0.000    0.000    0.003    0.000 decorators.py:27(jit)
       36    0.000    0.000    0.003    0.000 __init__.py:931(read_text)
      735    0.000    0.000    0.003    0.000 values.py:1127(__str__)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:606(_dispose)
      578    0.001    0.000    0.003    0.000 instructions.py:205(descr)
      259    0.003    0.000    0.003    0.000 templates.py:1166(make_overload_attribute_template)
      552    0.001    0.000    0.003    0.000 builder.py:31(wrapped)
       63    0.000    0.000    0.003    0.000 cgutils.py:126(_make_refs)
      330    0.000    0.000    0.003    0.000 ffi.py:290(__exit__)
        1    0.000    0.000    0.003    0.003 lzma.py:1(<module>)
 2758/774    0.003    0.000    0.003    0.000 _parser.py:178(getwidth)
       25    0.000    0.000    0.003    0.000 shadows.py:18(create_patches)
      247    0.000    0.000    0.003    0.000 templates.py:1188(make_overload_method_template)
       18    0.000    0.000    0.003    0.000 ground_view.py:60(_schedule_cached)
       12    0.000    0.000    0.003    0.000 castgraph.py:128(safe)
      695    0.000    0.000    0.003    0.000 compiler_lock.py:11(acquire)
      140    0.000    0.000    0.003    0.000 cgutils.py:168(__getitem__)
      660    0.000    0.000    0.003    0.000 ffi.py:280(close)
    23198    0.003    0.000    0.003    0.000 event.py:138(is_start)
       50    0.000    0.000    0.003    0.000 codegen.py:1224(_create_empty_module)
      695    0.000    0.000    0.003    0.000 compiler_lock.py:15(release)
       69    0.000    0.000    0.003    0.000 typing.py:506(__getitem__)
       10    0.000    0.000    0.003    0.000 compiler.py:519(define_pipelines)
       18    0.002    0.000    0.003    0.000 ground_view.py:35(_build_schedule)
      110    0.000    0.000    0.003    0.000 linecache.py:36(getlines)
       10    0.000    0.000    0.003    0.000 lowering.py:295(setup_function)
2514/1908    0.001    0.000    0.003    0.000 ir.py:242(__eq__)
        1    0.000    0.000    0.003    0.003 _delegation.py:1(<module>)
   101/31    0.000    0.000    0.003    0.000 typing.py:1403(__getitem__)
       30    0.000    0.000    0.003    0.000 callwrapper.py:38(cleanup_arg)
       19    0.000    0.000    0.003    0.000 callconv.py:397(set_static_user_exc)
     5583    0.002    0.000    0.003    0.000 enum.py:688(__call__)
        1    0.000    0.000    0.003    0.003 generator_methods.py:1(<module>)
       10    0.000    0.000    0.003    0.000 compiler.py:539(define_nopython_pipeline)
      136    0.000    0.000    0.003    0.000 extending.py:362(_register)
     1903    0.003    0.000    0.003    0.000 {built-in method _functools.reduce}
     1062    0.000    0.000    0.003    0.000 values.py:507(__hash__)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:542(_dispose)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
       51    0.000    0.000    0.003    0.000 pathlib.py:1053(read_text)
      322    0.000    0.000    0.003    0.000 pathlib.py:1008(stat)
        6    0.000    0.000    0.003    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.003    0.003 overloads.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
     1566    0.002    0.000    0.003    0.000 instructions.py:708(descr)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:522(slp_vectorization)
        4    0.000    0.000    0.003    0.001 imputils.py:232(imp)
      240    0.000    0.000    0.003    0.000 gdal.py:10850(WriteArray)
       25    0.000    0.000    0.003    0.000 dataclasses.py:1204(dataclass)
     1130    0.001    0.000    0.003    0.000 api.py:187(typeof)
        1    0.000    0.000    0.003    0.003 arrayobj.py:1(<module>)
      310    0.000    0.000    0.003    0.000 newpassmanagers.py:514(loop_vectorization)
       76    0.000    0.000    0.003    0.000 callconv.py:161(_get_arg_packer)
     2448    0.002    0.000    0.003    0.000 context.py:337(_get_attribute_templates)
        1    0.000    0.000    0.003    0.003 utci.py:1(<module>)
       26    0.000    0.000    0.003    0.000 codegen.py:1231(_module_pass_manager)
     2034    0.001    0.000    0.003    0.000 pathlib.py:546(__fspath__)
       94    0.000    0.000    0.003    0.000 typing.py:679(Union)
       76    0.000    0.000    0.003    0.000 base.py:319(get_arg_packer)
        1    0.000    0.000    0.003    0.003 charset.py:1(<module>)
       25    0.000    0.000    0.003    0.000 dataclasses.py:528(_init_fn)
      783    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
     4655    0.002    0.000    0.003    0.000 _docscrape.py:86(is_unindented)
     7212    0.002    0.000    0.003    0.000 builder.py:351(_insert)
      255    0.001    0.000    0.003    0.000 ir_utils.py:1505(find_callname)
        1    0.000    0.000    0.003    0.003 identities.py:1(<module>)
       38    0.000    0.000    0.003    0.000 module.py:109(verify)
      366    0.000    0.000    0.003    0.000 registry.py:25(target_context)
       23    0.000    0.000    0.003    0.000 __init__.py:634(entry_points)
      322    0.000    0.000    0.003    0.000 templates.py:1028(resolve)
       76    0.000    0.000    0.003    0.000 packer.py:73(__init__)
        2    0.000    0.000    0.003    0.001 utils.py:739(__get__)
     2728    0.000    0.000    0.003    0.000 base.py:380(_insert_cast_defn)
     2728    0.000    0.000    0.003    0.000 base.py:372(_insert_getattr_defn)
       53    0.000    0.000    0.003    0.000 _add_newdocs.py:3381(_array_method_doc)
      864    0.001    0.000    0.003    0.000 instructions.py:467(descr)
     7062    0.002    0.000    0.003    0.000 copy.py:243(_keep_alive)
        1    0.000    0.000    0.003    0.003 registry.py:15(_toplevel_target_context)
     1409    0.001    0.000    0.003    0.000 contextlib.py:502(enter_context)
        1    0.000    0.000    0.003    0.003 cpu.py:41(__init__)
        1    0.000    0.000    0.003    0.003 base.py:225(__init__)
2833/2785    0.001    0.000    0.003    0.000 values.py:455(_get_reference)
     3838    0.001    0.000    0.003    0.000 types.py:31(__ne__)
      690    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
       12    0.000    0.000    0.003    0.000 _adapters.py:35(__init__)
     1380    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      238    0.000    0.000    0.003    0.000 containers.py:144(from_types)
       62    0.000    0.000    0.003    0.000 typing.py:729(Literal)
       12    0.000    0.000    0.003    0.000 _adapters.py:42(_repair_headers)
        1    0.000    0.000    0.003    0.003 _char_codes.py:1(<module>)
     3263    0.002    0.000    0.003    0.000 controlflow.py:390(_dfs)
     3787    0.002    0.000    0.003    0.000 controlflow.py:375(_add_edge)
       13    0.000    0.000    0.003    0.000 __init__.py:976(distribution)
     1340    0.001    0.000    0.003    0.000 numpy_support.py:275(supported_ufunc_loop)
      441    0.000    0.000    0.003    0.000 instructions.py:582(descr)
     2932    0.000    0.000    0.003    0.000 bytecode.py:262(_fetch_opcode)
    25183    0.003    0.000    0.003    0.000 _docscrape.py:43(__getitem__)
     8783    0.002    0.000    0.003    0.000 {built-in method builtins.max}
       13    0.000    0.000    0.003    0.000 __init__.py:549(from_name)
        9    0.000    0.000    0.003    0.000 typeconv.py:84(unsafe)
        1    0.000    0.000    0.003    0.003 _dtype_like.py:1(<module>)
     6745    0.003    0.000    0.003    0.000 {method 'seek' of '_io.FileIO' objects}
      270    0.000    0.000    0.003    0.000 persistence.py:321(_stage_path)
        1    0.000    0.000    0.003    0.003 debuginfo.py:1(<module>)
     2728    0.000    0.000    0.003    0.000 base.py:376(_insert_setattr_defn)
      138    0.000    0.000    0.003    0.000 arrayobj.py:58(mark_positive)
        2    0.000    0.000    0.003    0.001 identities.py:36(implementation_identity)
        1    0.000    0.000    0.003    0.003 functions.py:1(<module>)
     2380    0.002    0.000    0.003    0.000 ir.py:1553(get_definition)
        2    0.000    0.000    0.003    0.001 identities.py:37(<dictcomp>)
        1    0.000    0.000    0.003    0.003 _decomp_svd.py:1(<module>)
        2    0.000    0.000    0.003    0.001 wrappers.py:123(build_fast_loop_body)
    51835    0.003    0.000    0.003    0.000 {method 'strip' of 'str' objects}
     1247    0.001    0.000    0.003    0.000 instructions.py:447(descr)
     1479    0.001    0.000    0.003    0.000 interpreter.py:1858(get)
      464    0.001    0.000    0.003    0.000 instructions.py:720(__init__)
     2728    0.000    0.000    0.003    0.000 base.py:384(_insert_get_constant_defn)
       25    0.000    0.000    0.003    0.000 shadows.py:35(<listcomp>)
        1    0.000    0.000    0.003    0.003 patch_radiation.py:1(<module>)
       96    0.000    0.000    0.003    0.000 interpreter.py:1595(_end_current_block)
       13    0.000    0.000    0.003    0.000 untyped_passes.py:245(run_pass)
        4    0.000    0.000    0.003    0.001 arrayobj.py:536(getitem_arraynd_intp)
        2    0.000    0.000    0.003    0.001 _aliases.py:1(<module>)
      240    0.001    0.000    0.003    0.000 gdal_array.py:671(BandWriteArray)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
      293    0.000    0.000    0.003    0.000 builder.py:744(alloca)
       51    0.000    0.000    0.003    0.000 targets.py:18(get_process_triple)
       12    0.000    0.000    0.003    0.000 _adapters.py:49(<listcomp>)
      138    0.000    0.000    0.003    0.000 arrayobj.py:47(set_range_metadata)
      116    0.000    0.000    0.003    0.000 lowering.py:848(fold_call_args)
        2    0.000    0.000    0.003    0.001 wrappers.py:76(build_slow_loop_body)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
      493    0.001    0.000    0.003    0.000 gdal.py:7054(_add_child_ref)
       42    0.000    0.000    0.003    0.000 overloads.py:23(decorator)
       32    0.000    0.000    0.003    0.000 pathlib.py:981(resolve)
       30    0.000    0.000    0.003    0.000 callconv.py:806(get_function_type)
      170    0.000    0.000    0.003    0.000 cgutils.py:684(unpack_tuple)
       13    0.000    0.000    0.003    0.000 transforms.py:370(with_lifting)
      602    0.000    0.000    0.003    0.000 _parser.py:98(closegroup)
       46    0.000    0.000    0.003    0.000 compiler_machinery.py:245(finalize)
        1    0.000    0.000    0.003    0.003 _tzpath.py:1(<module>)
     1105    0.002    0.000    0.003    0.000 ir.py:1282(find_exprs)
        1    0.000    0.000    0.003    0.003 _npyio_impl.py:1(<module>)
      668    0.000    0.000    0.003    0.000 instructions.py:201(__init__)
      155    0.000    0.000    0.003    0.000 context.py:9(get_global_context)
      461    0.000    0.000    0.003    0.000 _adapters.py:43(redent)
       97    0.000    0.000    0.003    0.000 dispatcher.py:678(typeof_pyval)
       11    0.000    0.000    0.003    0.000 config.py:125(update)
     5574    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:405(parent)
