Sat Sep 19 15:59:11 2026    /Users/alansynn/Workspace/solweig-light/reports/p7_profile_small_warmed_v1/profile/worker.pstats

         48063836 function calls (45337892 primitive calls) in 19.388 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 inline_closurecall.py:1(<module>)
    13984    0.006    0.000    0.006    0.000 utils.py:334(<listcomp>)
     6985    0.003    0.000    0.006    0.000 values.py:879(_to_list)
    14417    0.004    0.000    0.006    0.000 targetconfig.py:72(top)
       11    0.000    0.000    0.006    0.001 arrayobj.py:3146(array_shape)
       90    0.000    0.000    0.005    0.000 pythonapi.py:1173(bytes_from_string_and_size)
        1    0.000    0.000    0.005    0.005 containers.py:1(<module>)
      735    0.000    0.000    0.005    0.000 pathlib.py:765(__truediv__)
    10590    0.004    0.000    0.005    0.000 npydecl.py:185(ufunc)
    27807    0.004    0.000    0.005    0.000 _docscrape.py:64(eof)
       43    0.000    0.000    0.005    0.000 feedparser.py:176(_call_parse)
     7299    0.004    0.000    0.005    0.000 values.py:498(__eq__)
       86    0.000    0.000    0.005    0.000 cpu.py:50(create_module)
      432    0.000    0.000    0.005    0.000 module.py:248(_dispose)
       14    0.001    0.000    0.005    0.000 wall_shadows.py:22(_geometry)
      144    0.000    0.000    0.005    0.000 newpassmanagers.py:562(getModulePassManager)
        1    0.000    0.000    0.005    0.005 rasters.py:46(__init__)
        1    0.000    0.000    0.005    0.005 csv.py:1(<module>)
     3886    0.002    0.000    0.005    0.000 lowering.py:1502(getvar)
       79    0.000    0.000    0.005    0.000 controlflow.py:186(dominance_frontier)
      771    0.001    0.000    0.005    0.000 pathlib.py:530(_make_child)
      257    0.001    0.000    0.005    0.000 gdal_array.py:671(BandWriteArray)
      549    0.000    0.000    0.005    0.000 cgutils.py:997(global_constant)
       43    0.001    0.000    0.005    0.000 feedparser.py:216(_parsegen)
       73    0.002    0.000    0.005    0.000 typeinfer.py:1323(get_function_types)
     4732    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:583(_module_repr_from_spec)
    47266    0.005    0.000    0.005    0.000 ir.py:1115(__str__)
      226    0.000    0.000    0.005    0.000 lowering.py:826(<listcomp>)
        1    0.000    0.000    0.005    0.005 pickle.py:1(<module>)
    32737    0.005    0.000    0.005    0.000 enum.py:1095(__new__)
       20    0.000    0.000    0.005    0.000 callwrapper.py:197(get_env)
       12    0.000    0.000    0.005    0.000 caching.py:622(_save_data)
      778    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        1    0.000    0.000    0.005    0.005 typedlist.py:1(<module>)
    18271    0.005    0.000    0.005    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.005    0.005 sky_compiled.py:1(<module>)
     7636    0.002    0.000    0.005    0.000 utils.py:718(get_hashable_key)
    85065    0.005    0.000    0.005    0.000 {built-in method builtins.iter}
     4324    0.002    0.000    0.005    0.000 datetime.py:126(generic)
       79    0.000    0.000    0.005    0.000 controlflow.py:242(_df)
     4988    0.001    0.000    0.005    0.000 values.py:993(<genexpr>)
      546    0.001    0.000    0.005    0.000 static_binop.py:14(match)
        2    0.000    0.000    0.005    0.003 _internal.py:1(<module>)
    10612    0.004    0.000    0.005    0.000 ufunc_db.py:34(get_ufunc_info)
      383    0.000    0.000    0.005    0.000 numbers.py:1289(float_to_float)
      333    0.001    0.000    0.005    0.000 models.py:459(as_argument)
       79    0.000    0.000    0.005    0.000 controlflow.py:530(_find_dominance_frontier)
        1    0.000    0.000    0.005    0.005 polygons.py:1(<module>)
    28820    0.005    0.000    0.005    0.000 ssa.py:377(<listcomp>)
    39965    0.005    0.000    0.005    0.000 {built-in method builtins.min}
    14825    0.005    0.000    0.005    0.000 warnings.py:441(__init__)
        1    0.000    0.000    0.005    0.005 codegen.py:1184(_init)
      254    0.000    0.000    0.005    0.000 itanium_mangler.py:154(mangle_templated_ident)
      990    0.001    0.000    0.005    0.000 instructions.py:316(__init__)
    29840    0.005    0.000    0.005    0.000 numpy_support.py:382(<genexpr>)
       28    0.000    0.000    0.005    0.000 rangeobj.py:26(range1_impl)
      145    0.000    0.000    0.005    0.000 context.py:404(resolve_static_getitem)
     7083    0.005    0.000    0.005    0.000 {built-in method numpy.array}
      351    0.000    0.000    0.005    0.000 imputils.py:472(impl_ret_borrowed)
      111    0.005    0.000    0.005    0.000 {built-in method posix.mkdir}
    41648    0.005    0.000    0.005    0.000 bytecode.py:412(find_exception_entry)
     2287    0.002    0.000    0.005    0.000 compiler_machinery.py:187(_validate_pass)
      461    0.000    0.000    0.005    0.000 pathlib.py:504(_from_parts)
  889/226    0.002    0.000    0.005    0.000 ssa.py:410(_find_def_from_top)
     2141    0.004    0.000    0.005    0.000 module.py:21(_fix_metadata_operands)
       12    0.000    0.000    0.005    0.000 module.py:61(as_bitcode)
       20    0.000    0.000    0.005    0.000 boxing.py:49(unbox_integer)
      235    0.001    0.000    0.005    0.000 context.py:304(_resolve_builtin_function_type)
      235    0.000    0.000    0.005    0.000 arrayobj.py:134(load_item)
        5    0.000    0.000    0.005    0.001 inspect.py:2315(_signature_from_builtin)
      188    0.001    0.000    0.005    0.000 interpreter.py:3133(_op_JUMP_IF)
     9018    0.005    0.000    0.005    0.000 {method '__reduce_ex__' of 'object' objects}
        5    0.000    0.000    0.005    0.001 inspect.py:2172(_signature_fromstr)
     6773    0.002    0.000    0.005    0.000 compiler_machinery.py:431(get)
     3897    0.003    0.000    0.005    0.000 npytypes.py:523(__repr__)
      830    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:169(__enter__)
      227    0.000    0.000    0.005    0.000 dispatcher.py:57(fold_argument_types)
       42    0.000    0.000    0.005    0.000 models.py:205(from_data)
     9040    0.002    0.000    0.005    0.000 target_extension.py:47(current_target)
      310    0.000    0.000    0.005    0.000 overrides.py:145(decorator)
      417    0.000    0.000    0.005    0.000 pathlib.py:868(__new__)
    12831    0.004    0.000    0.005    0.000 byteflow.py:2146(pop)
    27267    0.005    0.000    0.005    0.000 lowering.py:317(debug_print)
     6709    0.004    0.000    0.005    0.000 byteflow.py:2036(__hash__)
    41671    0.005    0.000    0.005    0.000 byteflow.py:52(__init__)
       38    0.001    0.000    0.005    0.000 ir_utils.py:1055(find_topo_order)
      102    0.000    0.000    0.005    0.000 cloudpickle.py:1318(dump)
      239    0.000    0.000    0.005    0.000 base.py:499(unpack_value)
      990    0.002    0.000    0.005    0.000 instructions.py:334(descr)
     2017    0.001    0.000    0.005    0.000 builtins.py:380(constant_dummy)
      146    0.002    0.000    0.005    0.000 executionengine.py:145(_find_module_ptr)
       15    0.000    0.000    0.005    0.000 gdal.py:13202(Open)
      207    0.001    0.000    0.005    0.000 arraydecl.py:206(generic)
        4    0.000    0.000    0.005    0.001 wrappers.py:16(_build_ufunc_loop_body)
    48618    0.005    0.000    0.005    0.000 {method 'acquire' of '_thread.RLock' objects}
      102    0.002    0.000    0.005    0.000 {function Pickler.dump at 0x1146fdda0}
     1633    0.002    0.000    0.005    0.000 misc.py:134(__init__)
       52    0.000    0.000    0.005    0.000 tupleobj.py:377(tuple_to_tuple)
9653/8862    0.004    0.000    0.005    0.000 types.py:178(__eq__)
     6755    0.003    0.000    0.005    0.000 _docscrape.py:57(seek_next_non_empty_line)
      162    0.001    0.000    0.005    0.000 context.py:64(register)
      930    0.000    0.000    0.005    0.000 entrypoints.py:11(init_all)
       72    0.000    0.000    0.005    0.000 module.py:56(__str__)
      220    0.000    0.000    0.005    0.000 templates.py:1297(decorator)
       31    0.000    0.000    0.005    0.000 tokenize.py:299(detect_encoding)
       79    0.000    0.000    0.005    0.000 controlflow.py:238(_idom)
      252    0.001    0.000    0.005    0.000 ground_view.py:65(ray_schedule)
     8718    0.003    0.000    0.005    0.000 value.py:87(__init__)
    68/60    0.000    0.000    0.005    0.000 pathlib.py:1111(mkdir)
       15    0.005    0.000    0.005    0.000 {built-in method osgeo._gdal.Open}
     5320    0.004    0.000    0.005    0.000 memmap.py:312(__array_finalize__)
      287    0.001    0.000    0.005    0.000 typing.py:1376(__init__)
      220    0.000    0.000    0.005    0.000 templates.py:1275(decorate)
       93    0.000    0.000    0.004    0.000 base.py:666(get_return_value)
       90    0.000    0.000    0.004    0.000 pythonapi.py:323(err_set_none)
       47    0.000    0.000    0.004    0.000 base.py:690(pair_second)
    56158    0.004    0.000    0.004    0.000 inspect.py:2722(name)
      561    0.000    0.000    0.004    0.000 callconv.py:779(_return_errcode_raw)
     5072    0.002    0.000    0.004    0.000 values.py:1192(_format_name)
        9    0.000    0.000    0.004    0.000 typeconv.py:96(promote_unsafe)
     1469    0.002    0.000    0.004    0.000 utils.py:588(unified_function_type)
       21    0.000    0.000    0.004    0.000 static_raise.py:39(_try_infer_constant)
    15343    0.004    0.000    0.004    0.000 types.py:303(__eq__)
     1036    0.001    0.000    0.004    0.000 values.py:592(__init__)
       11    0.000    0.000    0.004    0.000 unicode.py:160(cast_from_literal)
        1    0.000    0.000    0.004    0.004 __init__.py:1021(entry_points)
       11    0.000    0.000    0.004    0.000 unicode.py:140(make_string_from_constant)
       37    0.002    0.000    0.004    0.000 solar.py:187(earth_heliocentric_position_calculation)
    28386    0.004    0.000    0.004    0.000 debuginfo.py:16(suspend_emission)
        1    0.000    0.000    0.004    0.004 __init__.py:473(load)
    10267    0.003    0.000    0.004    0.000 templates.py:288(get_impl_key)
       24    0.000    0.000    0.004    0.000 __init__.py:1038(<genexpr>)
    54790    0.004    0.000    0.004    0.000 context.py:728(<lambda>)
       13    0.000    0.000    0.004    0.000 numbers.py:119(int_divmod)
      162    0.000    0.000    0.004    0.000 interpreter.py:3217(op_POP_JUMP_FORWARD_IF_FALSE)
       91    0.000    0.000    0.004    0.000 interpreter.py:764(peep_hole_list_to_tuple)
     2478    0.002    0.000    0.004    0.000 functions.py:278(get_impl_key)
       13    0.000    0.000    0.004    0.000 numbers.py:62(int_divmod_signed)
       15    0.000    0.000    0.004    0.000 functools.py:774(_find_impl)
    16438    0.003    0.000    0.004    0.000 controlflow.py:103(add_node)
     2911    0.001    0.000    0.004    0.000 castgraph.py:39(insert)
    10967    0.002    0.000    0.004    0.000 analysis.py:145(<genexpr>)
       15    0.000    0.000    0.004    0.000 functools.py:732(_compose_mro)
      553    0.001    0.000    0.004    0.000 byteflow.py:2276(get_outgoing_states)
    16284    0.003    0.000    0.004    0.000 ir.py:1118(is_temp)
        1    0.000    0.000    0.004    0.004 codegen.py:1420(initialize_llvm)
     2557    0.002    0.000    0.004    0.000 ir_utils.py:250(replace_var_callback)
    15896    0.003    0.000    0.004    0.000 _parser.py:168(__getitem__)
       43    0.000    0.000    0.004    0.000 tokenize.py:323(read_or_stop)
       91    0.001    0.000    0.004    0.000 bytecode.py:630(from_function)
     1676    0.001    0.000    0.004    0.000 typeinfer.py:110(union)
        1    0.000    0.000    0.004    0.004 initfini.py:44(initialize_native_target)
        1    0.000    0.000    0.004    0.004 _delegation.py:1(<module>)
       38    0.004    0.000    0.004    0.000 {method 'readline' of '_io.BufferedReader' objects}
       65    0.000    0.000    0.004    0.000 models.py:625(<listcomp>)
        1    0.000    0.000    0.004    0.004 typeddict.py:1(<module>)
       45    0.000    0.000    0.004    0.000 base.py:683(pair_first)
      146    0.001    0.000    0.004    0.000 decorators.py:27(jit)
      508    0.001    0.000    0.004    0.000 packer.py:132(argument_types)
        5    0.000    0.000    0.004    0.001 inspect.py:2100(_signature_strip_non_python_syntax)
    55096    0.004    0.000    0.004    0.000 inspect.py:2734(kind)
       89    0.003    0.000    0.004    0.000 untyped_passes.py:571(run_pass)
    10111    0.003    0.000    0.004    0.000 cffi_utils.py:29(is_ffi_instance)
       21    0.001    0.000    0.004    0.000 ir_utils.py:1194(rename_labels)
      260    0.000    0.000    0.004    0.000 models.py:81(load_from_data_pointer)
      852    0.001    0.000    0.004    0.000 instructions.py:226(__init__)
    36398    0.004    0.000    0.004    0.000 typeinfer.py:126(getone)
      817    0.003    0.000    0.004    0.000 _compiler.py:243(_optimize_charset)
      553    0.003    0.000    0.004    0.000 interpreter.py:804(find_postive_region)
     1111    0.002    0.000    0.004    0.000 functools.py:35(update_wrapper)
     1694    0.001    0.000    0.004    0.000 ir.py:496(getattr)
     1187    0.001    0.000    0.004    0.000 instructions.py:422(descr)
      510    0.000    0.000    0.004    0.000 gdal.py:5141(GetRasterBand)
       27    0.000    0.000    0.004    0.000 models.py:617(as_return)
       36    0.000    0.000    0.004    0.000 __init__.py:931(read_text)
        1    0.000    0.000    0.004    0.004 randomimpl.py:1(<module>)
     7085    0.003    0.000    0.004    0.000 typeinfer.py:144(append)
      136    0.000    0.000    0.004    0.000 extending.py:408(intrinsic)
     1662    0.001    0.000    0.004    0.000 values.py:1141(__str__)
     2187    0.002    0.000    0.004    0.000 _docscrape.py:475(_str_param_list)
     3051    0.002    0.000    0.004    0.000 interpreter.py:66(assign)
        1    0.000    0.000    0.004    0.004 identities.py:45(<dictcomp>)
        1    0.000    0.000    0.004    0.004 subprocess.py:1(<module>)
    44657    0.004    0.000    0.004    0.000 functions.py:698(key)
      136    0.000    0.000    0.004    0.000 extending.py:445(_intrinsic)
       18    0.000    0.000    0.004    0.000 arrayobj.py:382(_getitem_array_single_int)
        3    0.001    0.000    0.004    0.001 visibility_native.py:133(save_native_visibility)
        1    0.000    0.000    0.004    0.004 configs.py:1(<module>)
     1003    0.001    0.000    0.004    0.000 byteflow.py:523(op_LOAD_CONST)
        1    0.000    0.000    0.004    0.004 runtime.py:566(plan_admission)
        1    0.000    0.000    0.004    0.004 polygon_array.py:455(__init__)
    10690    0.003    0.000    0.004    0.000 abstract.py:20(_autoincr)
        1    0.000    0.000    0.004    0.004 preprocessor.py:1(<module>)
        2    0.000    0.000    0.004    0.002 runtime.py:569(<genexpr>)
        1    0.001    0.001    0.004    0.004 runtime.py:532(_job_estimate)
        4    0.000    0.000    0.004    0.001 arrayobj.py:4718(_parse_empty_args)
        1    0.000    0.000    0.004    0.004 cgutils.py:1(<module>)
        3    0.000    0.000    0.004    0.001 typeconv.py:110(unsafe_unsafe)
        4    0.000    0.000    0.004    0.001 arrayobj.py:4670(_parse_shape)
       28    0.001    0.000    0.004    0.000 engine.py:650(clearnessindex_2013b)
        6    0.000    0.000    0.004    0.001 numbers.py:189(int_rem_impl)
      231    0.000    0.000    0.004    0.000 module.py:124(name)
    14472    0.003    0.000    0.004    0.000 utils.py:241(__len__)
      822    0.000    0.000    0.004    0.000 models.py:544(get_argument_type)
       51    0.000    0.000    0.004    0.000 pathlib.py:1053(read_text)
    17608    0.004    0.000    0.004    0.000 ir.py:725(__str__)
 1089/280    0.001    0.000    0.004    0.000 ssa.py:456(_find_def_from_bottom)
        1    0.000    0.000    0.004    0.004 generator_methods.py:1(<module>)
    37013    0.004    0.000    0.004    0.000 functions.py:310(<dictcomp>)
        2    0.000    0.000    0.004    0.002 tokenize.py:99(_compile)
    20877    0.004    0.000    0.004    0.000 inline_closurecall.py:1631(<listcomp>)
      541    0.001    0.000    0.004    0.000 cgutils.py:44(make_bytearray)
    17779    0.004    0.000    0.004    0.000 ffi.py:359(detach)
        1    0.000    0.000    0.004    0.004 targets.py:245(create_target_machine)
      158    0.004    0.000    0.004    0.000 __init__.py:48(create_string_buffer)
    48618    0.004    0.000    0.004    0.000 {method 'release' of '_thread.RLock' objects}
       74    0.001    0.000    0.004    0.000 options.py:45(_apply)
      706    0.001    0.000    0.004    0.000 module.py:225(_get_metadata_lines)
       14    0.001    0.000    0.004    0.000 patch_radiation.py:252(<listcomp>)
       69    0.000    0.000    0.004    0.000 ir_utils.py:2138(enforce_no_phis)
     8023    0.003    0.000    0.004    0.000 _docscrape.py:91(peek)
        1    0.000    0.000    0.004    0.004 _docscrape.py:1(<module>)
        3    0.000    0.000    0.004    0.001 slicing.py:25(fix_slice)
    42577    0.004    0.000    0.004    0.000 byteflow.py:2458(<genexpr>)
       72    0.000    0.000    0.004    0.000 codegen.py:571(create_ir_module)
        6    0.000    0.000    0.004    0.001 numbers.py:168(int_floordiv_impl)
       24    0.004    0.000    0.004    0.000 utci.py:398(_utci_uniform_serial)
       93    0.000    0.000    0.004    0.000 decorators.py:241(njit)
       23    0.000    0.000    0.004    0.000 __init__.py:634(entry_points)
    39074    0.004    0.000    0.004    0.000 templates.py:45(return_type)
        2    0.000    0.000    0.004    0.002 compiler.py:300(run_frontend)
      118    0.000    0.000    0.004    0.000 callconv.py:380(build_excinfo_struct)
     4655    0.003    0.000    0.004    0.000 _docscrape.py:86(is_unindented)
        7    0.000    0.000    0.004    0.001 context.py:46(wrap)
       66    0.002    0.000    0.004    0.000 codegen.py:1410(set_env)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
     2449    0.003    0.000    0.004    0.000 contextlib.py:482(push)
      229    0.000    0.000    0.004    0.000 module.py:176(global_variables)
       90    0.000    0.000    0.004    0.000 pythonapi.py:305(raise_object)
     6067    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      246    0.004    0.000    0.004    0.000 typeinfer.py:1394(<listcomp>)
       39    0.000    0.000    0.004    0.000 ir.py:82(_raw_function_name)
       26    0.000    0.000    0.004    0.000 shadows.py:18(create_patches)
      398    0.000    0.000    0.004    0.000 pythonapi.py:374(get_c_object)
     8485    0.002    0.000    0.004    0.000 <frozen os>:756(encode)
      373    0.000    0.000    0.004    0.000 pathlib.py:1008(stat)
    13506    0.003    0.000    0.004    0.000 byteflow.py:2142(push)
     1434    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       90    0.000    0.000    0.004    0.000 pythonapi.py:1368(build_dynamic_excinfo_struct)
     8467    0.003    0.000    0.004    0.000 ir.py:1270(__init__)
     2082    0.002    0.000    0.004    0.000 typeinfer.py:1757(typeof_intrinsic_call)
        1    0.000    0.000    0.004    0.004 lowering.py:633(lower_dynamic_raise)
     9933    0.003    0.000    0.004    0.000 builder.py:241(position_at_end)
       21    0.000    0.000    0.003    0.000 pythonapi.py:203(emit_environment_sentry)
     8948    0.002    0.000    0.003    0.000 _parser.py:261(get)
      513    0.000    0.000    0.003    0.000 ir_utils.py:2143(<listcomp>)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
        2    0.000    0.000    0.003    0.002 arrayobj.py:4823(codegen)
    17214    0.003    0.000    0.003    0.000 _docscrape.py:80(is_empty)
     2855    0.002    0.000    0.003    0.000 engine.py:1677(_array)
     1326    0.001    0.000    0.003    0.000 containers.py:128(is_homogeneous)
       73    0.001    0.000    0.003    0.000 executionengine.py:178(_raw_object_cache_notify)
        1    0.000    0.000    0.003    0.003 identities.py:69(<dictcomp>)
    17228    0.003    0.000    0.003    0.000 ffi.py:342(__init__)
       12    0.000    0.000    0.003    0.000 slicing.py:34(fix_bound)
     4659    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.generic' objects}
       39    0.000    0.000    0.003    0.000 ir.py:69(_find_definition)
      138    0.001    0.000    0.003    0.000 newpassmanagers.py:59(dump_refprune_stats)
     2235    0.001    0.000    0.003    0.000 pathlib.py:546(__fspath__)
       44    0.000    0.000    0.003    0.000 pathlib.py:981(resolve)
        1    0.000    0.000    0.003    0.003 lowering.py:159(return_dynamic_exception)
     3932    0.001    0.000    0.003    0.000 packer.py:137(<genexpr>)
       26    0.000    0.000    0.003    0.000 boxing.py:74(unbox_float)
        1    0.000    0.000    0.003    0.003 callconv.py:722(return_dynamic_user_exc)
        1    0.000    0.000    0.003    0.003 callconv.py:629(set_dynamic_user_exc)
     6702    0.002    0.000    0.003    0.000 enum.py:1507(_get_value)
      145    0.000    0.000    0.003    0.000 dispatcher.py:44(__init__)
        3    0.001    0.000    0.003    0.001 visibility_native.py:193(open_native_visibility)
    27378    0.003    0.000    0.003    0.000 ir.py:1336(terminator)
        1    0.000    0.000    0.003    0.003 utci.py:1(<module>)
       91    0.002    0.000    0.003    0.000 byteflow.py:241(propagate_phi_map)
       91    0.003    0.000    0.003    0.000 interpreter.py:1495(_legalize_exception_vars)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
      822    0.001    0.000    0.003    0.000 models.py:545(<listcomp>)
       91    0.000    0.000    0.003    0.000 interpreter.py:1517(init_first_block)
      259    0.003    0.000    0.003    0.000 templates.py:1166(make_overload_attribute_template)
      124    0.000    0.000    0.003    0.000 pythonapi.py:233(decref)
     9104    0.003    0.000    0.003    0.000 compiler_machinery.py:428(is_registered)
      247    0.000    0.000    0.003    0.000 templates.py:1188(make_overload_method_template)
        3    0.000    0.000    0.003    0.001 persistence.py:300(_acquire_locks)
  117/102    0.000    0.000    0.003    0.000 typing.py:500(__getitem__)
        5    0.000    0.000    0.003    0.001 arrayobj.py:499(make_view)
     1058    0.000    0.000    0.003    0.000 cgutils.py:448(get_null_value)
      682    0.001    0.000    0.003    0.000 templates.py:723(_get_jit_decorator)
     2360    0.001    0.000    0.003    0.000 datetime.py:265(generic)
     7269    0.002    0.000    0.003    0.000 typeinfer.py:1110(propagate_refined_type)
 2785/782    0.003    0.000    0.003    0.000 _parser.py:178(getwidth)
      220    0.000    0.000    0.003    0.000 templates.py:163(make_concrete_template)
      784    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
      398    0.001    0.000    0.003    0.000 base.py:754(get_c_value)
       24    0.000    0.000    0.003    0.000 caching.py:635(_dump)
      699    0.001    0.000    0.003    0.000 values.py:31(_escape_string)
      323    0.000    0.000    0.003    0.000 numbers.py:616(real_add_impl)
      691    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        7    0.000    0.000    0.003    0.000 cgutils.py:892(guard_memory_error)
    14515    0.002    0.000    0.003    0.000 <frozen os>:760(decode)
       69    0.000    0.000    0.003    0.000 typing.py:506(__getitem__)
    47567    0.003    0.000    0.003    0.000 {built-in method posix.fspath}
      513    0.000    0.000    0.003    0.000 static_getitem.py:103(match)
    47633    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
    19146    0.003    0.000    0.003    0.000 ir.py:392(__setattr__)
    42096    0.003    0.000    0.003    0.000 byteflow.py:2101(has_terminated)
       18    0.000    0.000    0.003    0.000 ground_view.py:60(_schedule_cached)
    39660    0.003    0.000    0.003    0.000 inspect.py:3015(parameters)
      136    0.000    0.000    0.003    0.000 extending.py:362(_register)
   101/31    0.000    0.000    0.003    0.000 typing.py:1403(__getitem__)
      111    0.000    0.000    0.003    0.000 dispatcher.py:678(typeof_pyval)
       69    0.001    0.000    0.003    0.000 typed_passes.py:195(run_pass)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
    11746    0.003    0.000    0.003    0.000 inspect.py:1177(tokeneater)
    11119    0.003    0.000    0.003    0.000 ir.py:594(<genexpr>)
       12    0.000    0.000    0.003    0.000 castgraph.py:128(safe)
        1    0.000    0.000    0.003    0.003 debuginfo.py:1(<module>)
     8618    0.002    0.000    0.003    0.000 builder.py:204(function)
     7332    0.002    0.000    0.003    0.000 <frozen os>:697(__iter__)
       89    0.000    0.000    0.003    0.000 controlflow.py:312(topo_sort)
    39737    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
    15897    0.003    0.000    0.003    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.003    0.003 _funcs.py:1(<module>)
     2297    0.001    0.000    0.003    0.000 typeinfer.py:87(lock)
      521    0.002    0.000    0.003    0.000 typed_passes.py:943(<listcomp>)
     6637    0.002    0.000    0.003    0.000 compiler_machinery.py:27(__exit__)
       18    0.002    0.000    0.003    0.000 ground_view.py:35(_build_schedule)
    26377    0.003    0.000    0.003    0.000 containers.py:243(key)
        1    0.000    0.000    0.003    0.003 listobj.py:1(<module>)
     2332    0.003    0.000    0.003    0.000 dis.py:639(findlinestarts)
      137    0.000    0.000    0.003    0.000 interpreter.py:3051(op_RETURN_VALUE)
       77    0.000    0.000    0.003    0.000 compiler.py:558(define_nopython_lowering_pipeline)
    20710    0.003    0.000    0.003    0.000 {method 'clear' of 'frame' objects}
       28    0.000    0.000    0.003    0.000 npyimpl.py:722(generate)
       91    0.001    0.000    0.003    0.000 byteflow.py:217(get_used_phis_per_state)
      235    0.000    0.000    0.003    0.000 interpreter.py:2777(op_BINARY_SUBSCR)
      467    0.000    0.000    0.003    0.000 callconv.py:731(_get_try_state)
        1    0.000    0.000    0.003    0.003 arrayobj.py:1(<module>)
       25    0.000    0.000    0.003    0.000 dataclasses.py:528(_init_fn)
       15    0.000    0.000    0.003    0.000 zipfile.py:1806(write)
        1    0.000    0.000    0.003    0.003 overloads.py:1(<module>)
    44479    0.003    0.000    0.003    0.000 {built-in method _warnings._filters_mutated}
    20887    0.003    0.000    0.003    0.000 lowering.py:310(notify_loc)
      481    0.001    0.000    0.003    0.000 base.py:66(_best_signature)
        1    0.000    0.000    0.003    0.003 _npyio_impl.py:1(<module>)
     3997    0.003    0.000    0.003    0.000 __init__.py:511(cast)
     8281    0.002    0.000    0.003    0.000 models.py:47(get_argument_type)
       12    0.000    0.000    0.003    0.000 compiler.py:212(_find_referenced_environments)
      164    0.000    0.000    0.003    0.000 models.py:467(from_argument)
    53791    0.003    0.000    0.003    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.003    0.003 identities.py:1(<module>)
    26993    0.003    0.000    0.003    0.000 abstract.py:93(__init__)
    23805    0.003    0.000    0.003    0.000 typeinfer.py:119(defined)
     1707    0.001    0.000    0.003    0.000 lowering.py:762(cast_result)
       89    0.000    0.000    0.003    0.000 context.py:76(free)
       12    0.000    0.000    0.003    0.000 _adapters.py:35(__init__)
       91    0.001    0.000    0.003    0.000 byteflow.py:197(_build_cfg)
      236    0.000    0.000    0.003    0.000 cgutils.py:457(is_not_null)
       11    0.000    0.000    0.003    0.000 arrayobj.py:189(populate_array)
      510    0.001    0.000    0.003    0.000 gdal.py:7054(_add_child_ref)
       12    0.000    0.000    0.003    0.000 _adapters.py:42(_repair_headers)
        2    0.000    0.000    0.003    0.001 misc.py:1(<module>)
       53    0.000    0.000    0.003    0.000 _add_newdocs.py:3381(_array_method_doc)
       25    0.000    0.000    0.003    0.000 extending.py:314(struct_getattr_impl)
     2676    0.001    0.000    0.003    0.000 instructions.py:539(descr)
       94    0.000    0.000    0.003    0.000 typing.py:679(Union)
     4202    0.003    0.000    0.003    0.000 compiler_machinery.py:384(resolve_requires)
      229    0.000    0.000    0.003    0.000 module.py:237(_dispose)
       26    0.000    0.000    0.003    0.000 shadows.py:35(<listcomp>)
       46    0.000    0.000    0.003    0.000 <frozen posixpath>:409(realpath)
        2    0.000    0.000    0.003    0.001 _aliases.py:1(<module>)
       93    0.001    0.000    0.003    0.000 ir.py:1525(copy)
        1    0.000    0.000    0.003    0.003 _tzpath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _char_codes.py:1(<module>)
       73    0.000    0.000    0.003    0.000 executionengine.py:196(_raw_object_cache_getbuffer)
    15411    0.003    0.000    0.003    0.000 ir.py:267(define)
        4    0.000    0.000    0.003    0.001 typedlist.py:495(unbox_listtype)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
      270    0.000    0.000    0.003    0.000 persistence.py:321(_stage_path)
       23    0.000    0.000    0.003    0.000 numbers.py:631(real_div_impl)
    30118    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
       36    0.000    0.000    0.003    0.000 callconv.py:902(fp_zero_division)
       62    0.000    0.000    0.003    0.000 typing.py:729(Literal)
    25183    0.003    0.000    0.003    0.000 _docscrape.py:43(__getitem__)
       58    0.000    0.000    0.003    0.000 cgutils.py:620(loop_nest)
    10117    0.003    0.000    0.003    0.000 typeinfer.py:44(__init__)
